id,canonical_key,family,domain,order,domain_size,generator_images,target_phase_order,reduced_phase_order,phase_rotation_order,image_order,kernel_elements,kernel_order,graph_nonproduct,extension_type,time_reversing,frame_divisor,tags,realized_in_moduli,translation_d4_orbit_key,quotient_projection_split,product_lattice_cover_split
translation-z2-square-fa2066653f1e,translation|Z2_square|infinite|x=shift:1/11;y=shift:1/11,translation,Z2_square,,,x=shift:1/11;y=shift:1/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:1/11,,false
translation-z2-square-479df0238c4f,translation|Z2_square|infinite|x=shift:1/11;y=shift:10/11,translation,Z2_square,,,x=shift:1/11;y=shift:10/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:1/11,,false
translation-z2-square-769c0bdc2a55,translation|Z2_square|infinite|x=shift:1/11;y=shift:2/11,translation,Z2_square,,,x=shift:1/11;y=shift:2/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:2/11,,false
translation-z2-square-d160ac0499a7,translation|Z2_square|infinite|x=shift:1/11;y=shift:3/11,translation,Z2_square,,,x=shift:1/11;y=shift:3/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:3/11,,false
translation-z2-square-d82182bde19c,translation|Z2_square|infinite|x=shift:1/11;y=shift:4/11,translation,Z2_square,,,x=shift:1/11;y=shift:4/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:4/11,,false
translation-z2-square-aa83f5f0e053,translation|Z2_square|infinite|x=shift:1/11;y=shift:5/11,translation,Z2_square,,,x=shift:1/11;y=shift:5/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:5/11,,false
translation-z2-square-633e00a08682,translation|Z2_square|infinite|x=shift:1/11;y=shift:6/11,translation,Z2_square,,,x=shift:1/11;y=shift:6/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:5/11,,false
translation-z2-square-725e1637444e,translation|Z2_square|infinite|x=shift:1/11;y=shift:7/11,translation,Z2_square,,,x=shift:1/11;y=shift:7/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:4/11,,false
translation-z2-square-a835c786bcea,translation|Z2_square|infinite|x=shift:1/11;y=shift:8/11,translation,Z2_square,,,x=shift:1/11;y=shift:8/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:3/11,,false
translation-z2-square-8391f9ad30fe,translation|Z2_square|infinite|x=shift:1/11;y=shift:9/11,translation,Z2_square,,,x=shift:1/11;y=shift:9/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:2/11,,false
translation-z2-square-5b28ea648f86,translation|Z2_square|infinite|x=shift:1/12;y=shift:0/1,translation,Z2_square,,,x=shift:1/12;y=shift:0/1,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:0/1;y:1/12,,false
translation-z2-square-f66aab9b7ee9,translation|Z2_square|infinite|x=shift:1/12;y=shift:1/12,translation,Z2_square,,,x=shift:1/12;y=shift:1/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/12,,false
translation-z2-square-05b2286236da,translation|Z2_square|infinite|x=shift:1/12;y=shift:1/2,translation,Z2_square,,,x=shift:1/12;y=shift:1/2,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/2,,false
translation-z2-square-2d7544779bd0,translation|Z2_square|infinite|x=shift:1/12;y=shift:1/3,translation,Z2_square,,,x=shift:1/12;y=shift:1/3,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/3,,false
translation-z2-square-591227b443f1,translation|Z2_square|infinite|x=shift:1/12;y=shift:1/4,translation,Z2_square,,,x=shift:1/12;y=shift:1/4,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/4,,false
translation-z2-square-a4ebe1886314,translation|Z2_square|infinite|x=shift:1/12;y=shift:1/6,translation,Z2_square,,,x=shift:1/12;y=shift:1/6,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/6,,false
translation-z2-square-430f6b7eba00,translation|Z2_square|infinite|x=shift:1/12;y=shift:11/12,translation,Z2_square,,,x=shift:1/12;y=shift:11/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/12,,false
translation-z2-square-7e7ed441d701,translation|Z2_square|infinite|x=shift:1/12;y=shift:2/3,translation,Z2_square,,,x=shift:1/12;y=shift:2/3,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/3,,false
translation-z2-square-e44b4debf97c,translation|Z2_square|infinite|x=shift:1/12;y=shift:3/4,translation,Z2_square,,,x=shift:1/12;y=shift:3/4,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/4,,false
translation-z2-square-2bb5451391b4,translation|Z2_square|infinite|x=shift:1/12;y=shift:5/12,translation,Z2_square,,,x=shift:1/12;y=shift:5/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:5/12,,false
translation-z2-square-8e880a4f5030,translation|Z2_square|infinite|x=shift:1/12;y=shift:5/6,translation,Z2_square,,,x=shift:1/12;y=shift:5/6,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/6,,false
translation-z2-square-c1269ed9ee59,translation|Z2_square|infinite|x=shift:1/12;y=shift:7/12,translation,Z2_square,,,x=shift:1/12;y=shift:7/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:5/12,,false
translation-z2-square-e79a89643953,translation|Z2_square|infinite|x=shift:1/2;y=shift:0/1,translation,Z2_square,,,x=shift:1/2;y=shift:0/1,2,2,2,2,,,true,non_split,false,2,graph_nonproduct;image_order_2;non_split;phase_shifting;square_lattice;translation;traveling,2;4;6;8;10;12,x:0/1;y:1/2,,false
translation-z2-square-a0002b78aaaa,translation|Z2_square|infinite|x=shift:1/2;y=shift:1/10,translation,Z2_square,,,x=shift:1/2;y=shift:1/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:1/2,,false
translation-z2-square-dbc67f511816,translation|Z2_square|infinite|x=shift:1/2;y=shift:1/12,translation,Z2_square,,,x=shift:1/2;y=shift:1/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/2,,false
translation-z2-square-f0ea60f27072,translation|Z2_square|infinite|x=shift:1/2;y=shift:1/2,translation,Z2_square,,,x=shift:1/2;y=shift:1/2,2,2,2,2,,,true,non_split,false,2,graph_nonproduct;image_order_2;non_split;phase_shifting;square_lattice;translation;traveling,2;4;6;8;10;12,x:1/2;y:1/2,,false
translation-z2-square-6996c1258e8c,translation|Z2_square|infinite|x=shift:1/2;y=shift:1/3,translation,Z2_square,,,x=shift:1/2;y=shift:1/3,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/3;y:1/2,,false
translation-z2-square-74ed16568f10,translation|Z2_square|infinite|x=shift:1/2;y=shift:1/4,translation,Z2_square,,,x=shift:1/2;y=shift:1/4,4,4,4,4,,,true,non_split,false,4,graph_nonproduct;image_order_4;non_split;phase_shifting;square_lattice;translation;traveling,4;8;12,x:1/4;y:1/2,,false
translation-z2-square-8022c03fd96d,translation|Z2_square|infinite|x=shift:1/2;y=shift:1/5,translation,Z2_square,,,x=shift:1/2;y=shift:1/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/5;y:1/2,,false
translation-z2-square-8d1563b0a91b,translation|Z2_square|infinite|x=shift:1/2;y=shift:1/6,translation,Z2_square,,,x=shift:1/2;y=shift:1/6,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/6;y:1/2,,false
translation-z2-square-264a270f9251,translation|Z2_square|infinite|x=shift:1/2;y=shift:1/8,translation,Z2_square,,,x=shift:1/2;y=shift:1/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:1/2,,false
translation-z2-square-ccabb48c8724,translation|Z2_square|infinite|x=shift:1/2;y=shift:2/5,translation,Z2_square,,,x=shift:1/2;y=shift:2/5,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:2/5;y:1/2,,false
translation-z2-square-d7b9e7b56ce6,translation|Z2_square|infinite|x=shift:1/2;y=shift:3/10,translation,Z2_square,,,x=shift:1/2;y=shift:3/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:3/10;y:1/2,,false
translation-z2-square-d505f512b373,translation|Z2_square|infinite|x=shift:1/2;y=shift:3/8,translation,Z2_square,,,x=shift:1/2;y=shift:3/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:3/8;y:1/2,,false
translation-z2-square-fe6c32c5aa2e,translation|Z2_square|infinite|x=shift:1/2;y=shift:5/12,translation,Z2_square,,,x=shift:1/2;y=shift:5/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:5/12;y:1/2,,false
translation-z2-square-bfcf878f3aaa,translation|Z2_square|infinite|x=shift:1/3;y=shift:0/1,translation,Z2_square,,,x=shift:1/3;y=shift:0/1,3,3,3,3,,,true,non_split,false,3,graph_nonproduct;image_order_3;non_split;phase_shifting;square_lattice;translation;traveling,3;6;9;12,x:0/1;y:1/3,,false
translation-z2-square-394d37029d5c,translation|Z2_square|infinite|x=shift:1/3;y=shift:1/12,translation,Z2_square,,,x=shift:1/3;y=shift:1/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/3,,false
translation-z2-square-cb7bb770b66a,translation|Z2_square|infinite|x=shift:1/3;y=shift:1/2,translation,Z2_square,,,x=shift:1/3;y=shift:1/2,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/3;y:1/2,,false
translation-z2-square-20f77968ea85,translation|Z2_square|infinite|x=shift:1/3;y=shift:1/3,translation,Z2_square,,,x=shift:1/3;y=shift:1/3,3,3,3,3,,,true,non_split,false,3,graph_nonproduct;image_order_3;non_split;phase_shifting;square_lattice;translation;traveling,3;6;9;12,x:1/3;y:1/3,,false
translation-z2-square-824bae02fe7a,translation|Z2_square|infinite|x=shift:1/3;y=shift:1/4,translation,Z2_square,,,x=shift:1/3;y=shift:1/4,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/4;y:1/3,,false
translation-z2-square-fb247167b7c1,translation|Z2_square|infinite|x=shift:1/3;y=shift:1/6,translation,Z2_square,,,x=shift:1/3;y=shift:1/6,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/6;y:1/3,,false
translation-z2-square-05476caa1315,translation|Z2_square|infinite|x=shift:1/3;y=shift:1/9,translation,Z2_square,,,x=shift:1/3;y=shift:1/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:1/3,,false
translation-z2-square-9fd154355287,translation|Z2_square|infinite|x=shift:1/3;y=shift:11/12,translation,Z2_square,,,x=shift:1/3;y=shift:11/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/3,,false
translation-z2-square-bc204ae6dfb7,translation|Z2_square|infinite|x=shift:1/3;y=shift:2/3,translation,Z2_square,,,x=shift:1/3;y=shift:2/3,3,3,3,3,,,true,non_split,false,3,graph_nonproduct;image_order_3;non_split;phase_shifting;square_lattice;translation;traveling,3;6;9;12,x:1/3;y:1/3,,false
translation-z2-square-100f8200f4ba,translation|Z2_square|infinite|x=shift:1/3;y=shift:2/9,translation,Z2_square,,,x=shift:1/3;y=shift:2/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:1/3,,false
translation-z2-square-a7c3413a4e53,translation|Z2_square|infinite|x=shift:1/3;y=shift:3/4,translation,Z2_square,,,x=shift:1/3;y=shift:3/4,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/4;y:1/3,,false
translation-z2-square-949c43a12c2e,translation|Z2_square|infinite|x=shift:1/3;y=shift:4/9,translation,Z2_square,,,x=shift:1/3;y=shift:4/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/3;y:4/9,,false
translation-z2-square-61f539611a12,translation|Z2_square|infinite|x=shift:1/3;y=shift:5/12,translation,Z2_square,,,x=shift:1/3;y=shift:5/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/3;y:5/12,,false
translation-z2-square-b993ae204d64,translation|Z2_square|infinite|x=shift:1/3;y=shift:5/6,translation,Z2_square,,,x=shift:1/3;y=shift:5/6,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/6;y:1/3,,false
translation-z2-square-2209a7b2a2c4,translation|Z2_square|infinite|x=shift:1/3;y=shift:5/9,translation,Z2_square,,,x=shift:1/3;y=shift:5/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/3;y:4/9,,false
translation-z2-square-dc2809f6f8d1,translation|Z2_square|infinite|x=shift:1/3;y=shift:7/12,translation,Z2_square,,,x=shift:1/3;y=shift:7/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/3;y:5/12,,false
translation-z2-square-0577054d9d7a,translation|Z2_square|infinite|x=shift:1/3;y=shift:7/9,translation,Z2_square,,,x=shift:1/3;y=shift:7/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:1/3,,false
translation-z2-square-5b9a55970650,translation|Z2_square|infinite|x=shift:1/3;y=shift:8/9,translation,Z2_square,,,x=shift:1/3;y=shift:8/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:1/3,,false
translation-z2-square-12c01b366f30,translation|Z2_square|infinite|x=shift:1/4;y=shift:0/1,translation,Z2_square,,,x=shift:1/4;y=shift:0/1,4,4,4,4,,,true,non_split,false,4,graph_nonproduct;image_order_4;non_split;phase_shifting;square_lattice;translation;traveling,4;8;12,x:0/1;y:1/4,,false
translation-z2-square-794af199c9a6,translation|Z2_square|infinite|x=shift:1/4;y=shift:1/12,translation,Z2_square,,,x=shift:1/4;y=shift:1/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/4,,false
translation-z2-square-982dda6767cc,translation|Z2_square|infinite|x=shift:1/4;y=shift:1/2,translation,Z2_square,,,x=shift:1/4;y=shift:1/2,4,4,4,4,,,true,non_split,false,4,graph_nonproduct;image_order_4;non_split;phase_shifting;square_lattice;translation;traveling,4;8;12,x:1/4;y:1/2,,false
translation-z2-square-afc3421819ee,translation|Z2_square|infinite|x=shift:1/4;y=shift:1/3,translation,Z2_square,,,x=shift:1/4;y=shift:1/3,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/4;y:1/3,,false
translation-z2-square-ad5d78cf8e0a,translation|Z2_square|infinite|x=shift:1/4;y=shift:1/4,translation,Z2_square,,,x=shift:1/4;y=shift:1/4,4,4,4,4,,,true,non_split,false,4,graph_nonproduct;image_order_4;non_split;phase_shifting;square_lattice;translation;traveling,4;8;12,x:1/4;y:1/4,,false
translation-z2-square-e3e50a553906,translation|Z2_square|infinite|x=shift:1/4;y=shift:1/6,translation,Z2_square,,,x=shift:1/4;y=shift:1/6,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/6;y:1/4,,false
translation-z2-square-6eec21b1e7cd,translation|Z2_square|infinite|x=shift:1/4;y=shift:1/8,translation,Z2_square,,,x=shift:1/4;y=shift:1/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:1/4,,false
translation-z2-square-2ed38024f863,translation|Z2_square|infinite|x=shift:1/4;y=shift:11/12,translation,Z2_square,,,x=shift:1/4;y=shift:11/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/4,,false
translation-z2-square-ca3ffb61429d,translation|Z2_square|infinite|x=shift:1/4;y=shift:2/3,translation,Z2_square,,,x=shift:1/4;y=shift:2/3,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/4;y:1/3,,false
translation-z2-square-ca1e389e8887,translation|Z2_square|infinite|x=shift:1/4;y=shift:3/4,translation,Z2_square,,,x=shift:1/4;y=shift:3/4,4,4,4,4,,,true,non_split,false,4,graph_nonproduct;image_order_4;non_split;phase_shifting;square_lattice;translation;traveling,4;8;12,x:1/4;y:1/4,,false
translation-z2-square-48f6ec3dbcda,translation|Z2_square|infinite|x=shift:1/4;y=shift:3/8,translation,Z2_square,,,x=shift:1/4;y=shift:3/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/4;y:3/8,,false
translation-z2-square-94739dc7db32,translation|Z2_square|infinite|x=shift:1/4;y=shift:5/12,translation,Z2_square,,,x=shift:1/4;y=shift:5/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/4;y:5/12,,false
translation-z2-square-0f7e73446bc5,translation|Z2_square|infinite|x=shift:1/4;y=shift:5/6,translation,Z2_square,,,x=shift:1/4;y=shift:5/6,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/6;y:1/4,,false
translation-z2-square-40cf2fc4d5f2,translation|Z2_square|infinite|x=shift:1/4;y=shift:5/8,translation,Z2_square,,,x=shift:1/4;y=shift:5/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/4;y:3/8,,false
translation-z2-square-c562acf9472a,translation|Z2_square|infinite|x=shift:1/4;y=shift:7/12,translation,Z2_square,,,x=shift:1/4;y=shift:7/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/4;y:5/12,,false
translation-z2-square-4ec509932344,translation|Z2_square|infinite|x=shift:1/4;y=shift:7/8,translation,Z2_square,,,x=shift:1/4;y=shift:7/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:1/4,,false
translation-z2-square-1187714c48bb,translation|Z2_square|infinite|x=shift:1/5;y=shift:0/1,translation,Z2_square,,,x=shift:1/5;y=shift:0/1,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:0/1;y:1/5,,false
translation-z2-square-352355306cfe,translation|Z2_square|infinite|x=shift:1/5;y=shift:1/10,translation,Z2_square,,,x=shift:1/5;y=shift:1/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:1/5,,false
translation-z2-square-f4eb70a42b92,translation|Z2_square|infinite|x=shift:1/5;y=shift:1/2,translation,Z2_square,,,x=shift:1/5;y=shift:1/2,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/5;y:1/2,,false
translation-z2-square-12b1e8966635,translation|Z2_square|infinite|x=shift:1/5;y=shift:1/5,translation,Z2_square,,,x=shift:1/5;y=shift:1/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:1/5;y:1/5,,false
translation-z2-square-0f95086eae5f,translation|Z2_square|infinite|x=shift:1/5;y=shift:2/5,translation,Z2_square,,,x=shift:1/5;y=shift:2/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:1/5;y:2/5,,false
translation-z2-square-150ef43a63fd,translation|Z2_square|infinite|x=shift:1/5;y=shift:3/10,translation,Z2_square,,,x=shift:1/5;y=shift:3/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/5;y:3/10,,false
translation-z2-square-85a8af4dbdac,translation|Z2_square|infinite|x=shift:1/5;y=shift:3/5,translation,Z2_square,,,x=shift:1/5;y=shift:3/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:1/5;y:2/5,,false
translation-z2-square-4b11a462dc99,translation|Z2_square|infinite|x=shift:1/5;y=shift:4/5,translation,Z2_square,,,x=shift:1/5;y=shift:4/5,5,5,5,5,,,true,non_split,false,5,graph_nonproduct;image_order_5;non_split;phase_shifting;square_lattice;translation;traveling,5;10,x:1/5;y:1/5,,false
translation-z2-square-ad05ed4b0f36,translation|Z2_square|infinite|x=shift:1/5;y=shift:7/10,translation,Z2_square,,,x=shift:1/5;y=shift:7/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/5;y:3/10,,false
translation-z2-square-cee7d9d667f5,translation|Z2_square|infinite|x=shift:1/5;y=shift:9/10,translation,Z2_square,,,x=shift:1/5;y=shift:9/10,10,10,10,10,,,true,non_split,false,10,graph_nonproduct;image_order_10;non_split;phase_shifting;square_lattice;translation;traveling,10,x:1/10;y:1/5,,false
translation-z2-square-1a6fcc6706a5,translation|Z2_square|infinite|x=shift:1/6;y=shift:0/1,translation,Z2_square,,,x=shift:1/6;y=shift:0/1,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:0/1;y:1/6,,false
translation-z2-square-9366d1fa1817,translation|Z2_square|infinite|x=shift:1/6;y=shift:1/12,translation,Z2_square,,,x=shift:1/6;y=shift:1/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/6,,false
translation-z2-square-6206e30c43cd,translation|Z2_square|infinite|x=shift:1/6;y=shift:1/2,translation,Z2_square,,,x=shift:1/6;y=shift:1/2,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/6;y:1/2,,false
translation-z2-square-313387065522,translation|Z2_square|infinite|x=shift:1/6;y=shift:1/3,translation,Z2_square,,,x=shift:1/6;y=shift:1/3,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/6;y:1/3,,false
translation-z2-square-ee00be8cfa36,translation|Z2_square|infinite|x=shift:1/6;y=shift:1/4,translation,Z2_square,,,x=shift:1/6;y=shift:1/4,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/6;y:1/4,,false
translation-z2-square-492dd72473fb,translation|Z2_square|infinite|x=shift:1/6;y=shift:1/6,translation,Z2_square,,,x=shift:1/6;y=shift:1/6,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/6;y:1/6,,false
translation-z2-square-c2f38a54c1db,translation|Z2_square|infinite|x=shift:1/6;y=shift:11/12,translation,Z2_square,,,x=shift:1/6;y=shift:11/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:1/6,,false
translation-z2-square-ef0a831996ea,translation|Z2_square|infinite|x=shift:1/6;y=shift:2/3,translation,Z2_square,,,x=shift:1/6;y=shift:2/3,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/6;y:1/3,,false
translation-z2-square-fa7d0f60699b,translation|Z2_square|infinite|x=shift:1/6;y=shift:3/4,translation,Z2_square,,,x=shift:1/6;y=shift:3/4,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/6;y:1/4,,false
translation-z2-square-b00bdf0b13d8,translation|Z2_square|infinite|x=shift:1/6;y=shift:5/12,translation,Z2_square,,,x=shift:1/6;y=shift:5/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/6;y:5/12,,false
translation-z2-square-f152c40ca083,translation|Z2_square|infinite|x=shift:1/6;y=shift:5/6,translation,Z2_square,,,x=shift:1/6;y=shift:5/6,6,6,6,6,,,true,non_split,false,6,graph_nonproduct;image_order_6;non_split;phase_shifting;square_lattice;translation;traveling,6;12,x:1/6;y:1/6,,false
