id,canonical_key,family,domain,order,domain_size,generator_images,target_phase_order,reduced_phase_order,phase_rotation_order,image_order,kernel_elements,kernel_order,graph_nonproduct,extension_type,time_reversing,frame_divisor,tags,realized_in_moduli,translation_d4_orbit_key,quotient_projection_split,product_lattice_cover_split
translation-z2-square-579e287aa25b,translation|Z2_square|infinite|x=shift:3/8;y=shift:0/1,translation,Z2_square,,,x=shift:3/8;y=shift:0/1,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:0/1;y:3/8,,false
translation-z2-square-c0108d53214a,translation|Z2_square|infinite|x=shift:3/8;y=shift:1/2,translation,Z2_square,,,x=shift:3/8;y=shift:1/2,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:3/8;y:1/2,,false
translation-z2-square-4496d4b55d43,translation|Z2_square|infinite|x=shift:3/8;y=shift:1/4,translation,Z2_square,,,x=shift:3/8;y=shift:1/4,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/4;y:3/8,,false
translation-z2-square-6cebab6bba6f,translation|Z2_square|infinite|x=shift:3/8;y=shift:1/8,translation,Z2_square,,,x=shift:3/8;y=shift:1/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:3/8,,false
translation-z2-square-7cf10f6c16ee,translation|Z2_square|infinite|x=shift:3/8;y=shift:3/4,translation,Z2_square,,,x=shift:3/8;y=shift:3/4,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/4;y:3/8,,false
translation-z2-square-fd823d543f0a,translation|Z2_square|infinite|x=shift:3/8;y=shift:3/8,translation,Z2_square,,,x=shift:3/8;y=shift:3/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:3/8;y:3/8,,false
translation-z2-square-8587965c2d14,translation|Z2_square|infinite|x=shift:3/8;y=shift:5/8,translation,Z2_square,,,x=shift:3/8;y=shift:5/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:3/8;y:3/8,,false
translation-z2-square-4ecf230bd7d2,translation|Z2_square|infinite|x=shift:3/8;y=shift:7/8,translation,Z2_square,,,x=shift:3/8;y=shift:7/8,8,8,8,8,,,true,non_split,false,8,graph_nonproduct;image_order_8;non_split;phase_shifting;square_lattice;translation;traveling,8,x:1/8;y:3/8,,false
translation-z2-square-075c7510dbc1,translation|Z2_square|infinite|x=shift:4/11;y=shift:0/1,translation,Z2_square,,,x=shift:4/11;y=shift:0/1,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:4/11,,false
translation-z2-square-d1444e450f75,translation|Z2_square|infinite|x=shift:4/11;y=shift:1/11,translation,Z2_square,,,x=shift:4/11;y=shift:1/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:4/11,,false
translation-z2-square-187f148d8be1,translation|Z2_square|infinite|x=shift:4/11;y=shift:10/11,translation,Z2_square,,,x=shift:4/11;y=shift:10/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:4/11,,false
translation-z2-square-4fc25312a9b4,translation|Z2_square|infinite|x=shift:4/11;y=shift:2/11,translation,Z2_square,,,x=shift:4/11;y=shift:2/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:4/11,,false
translation-z2-square-14ebe022c87a,translation|Z2_square|infinite|x=shift:4/11;y=shift:3/11,translation,Z2_square,,,x=shift:4/11;y=shift:3/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:4/11,,false
translation-z2-square-018d88ea4886,translation|Z2_square|infinite|x=shift:4/11;y=shift:4/11,translation,Z2_square,,,x=shift:4/11;y=shift:4/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:4/11;y:4/11,,false
translation-z2-square-dab0423db8ba,translation|Z2_square|infinite|x=shift:4/11;y=shift:5/11,translation,Z2_square,,,x=shift:4/11;y=shift:5/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:4/11;y:5/11,,false
translation-z2-square-7041b7f9f93a,translation|Z2_square|infinite|x=shift:4/11;y=shift:6/11,translation,Z2_square,,,x=shift:4/11;y=shift:6/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:4/11;y:5/11,,false
translation-z2-square-2f94b570c8cf,translation|Z2_square|infinite|x=shift:4/11;y=shift:7/11,translation,Z2_square,,,x=shift:4/11;y=shift:7/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:4/11;y:4/11,,false
translation-z2-square-77189ff1268e,translation|Z2_square|infinite|x=shift:4/11;y=shift:8/11,translation,Z2_square,,,x=shift:4/11;y=shift:8/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:4/11,,false
translation-z2-square-da5ce6cc91c9,translation|Z2_square|infinite|x=shift:4/11;y=shift:9/11,translation,Z2_square,,,x=shift:4/11;y=shift:9/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:4/11,,false
translation-z2-square-bf8c420af60f,translation|Z2_square|infinite|x=shift:4/9;y=shift:0/1,translation,Z2_square,,,x=shift:4/9;y=shift:0/1,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:0/1;y:4/9,,false
translation-z2-square-96f4002d616d,translation|Z2_square|infinite|x=shift:4/9;y=shift:1/3,translation,Z2_square,,,x=shift:4/9;y=shift:1/3,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/3;y:4/9,,false
translation-z2-square-6dafce740f72,translation|Z2_square|infinite|x=shift:4/9;y=shift:1/9,translation,Z2_square,,,x=shift:4/9;y=shift:1/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:4/9,,false
translation-z2-square-826b4ef70f0f,translation|Z2_square|infinite|x=shift:4/9;y=shift:2/3,translation,Z2_square,,,x=shift:4/9;y=shift:2/3,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/3;y:4/9,,false
translation-z2-square-32214d2c566d,translation|Z2_square|infinite|x=shift:4/9;y=shift:2/9,translation,Z2_square,,,x=shift:4/9;y=shift:2/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:4/9,,false
translation-z2-square-bc16d3f64e3e,translation|Z2_square|infinite|x=shift:4/9;y=shift:4/9,translation,Z2_square,,,x=shift:4/9;y=shift:4/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:4/9;y:4/9,,false
translation-z2-square-fede7c09e8c1,translation|Z2_square|infinite|x=shift:4/9;y=shift:5/9,translation,Z2_square,,,x=shift:4/9;y=shift:5/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:4/9;y:4/9,,false
translation-z2-square-2e45d56da6ea,translation|Z2_square|infinite|x=shift:4/9;y=shift:7/9,translation,Z2_square,,,x=shift:4/9;y=shift:7/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:2/9;y:4/9,,false
translation-z2-square-f4fe3c8ed685,translation|Z2_square|infinite|x=shift:4/9;y=shift:8/9,translation,Z2_square,,,x=shift:4/9;y=shift:8/9,9,9,9,9,,,true,non_split,false,9,graph_nonproduct;image_order_9;non_split;phase_shifting;square_lattice;translation;traveling,9,x:1/9;y:4/9,,false
translation-z2-square-7a17ffae9f35,translation|Z2_square|infinite|x=shift:5/11;y=shift:0/1,translation,Z2_square,,,x=shift:5/11;y=shift:0/1,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:0/1;y:5/11,,false
translation-z2-square-2c1ca8d87034,translation|Z2_square|infinite|x=shift:5/11;y=shift:1/11,translation,Z2_square,,,x=shift:5/11;y=shift:1/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:5/11,,false
translation-z2-square-7cd520e0039e,translation|Z2_square|infinite|x=shift:5/11;y=shift:10/11,translation,Z2_square,,,x=shift:5/11;y=shift:10/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:1/11;y:5/11,,false
translation-z2-square-87ca020e8ee7,translation|Z2_square|infinite|x=shift:5/11;y=shift:2/11,translation,Z2_square,,,x=shift:5/11;y=shift:2/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:5/11,,false
translation-z2-square-032c869afe21,translation|Z2_square|infinite|x=shift:5/11;y=shift:3/11,translation,Z2_square,,,x=shift:5/11;y=shift:3/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:5/11,,false
translation-z2-square-a3ba43c480a2,translation|Z2_square|infinite|x=shift:5/11;y=shift:4/11,translation,Z2_square,,,x=shift:5/11;y=shift:4/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:4/11;y:5/11,,false
translation-z2-square-db61a7a087e3,translation|Z2_square|infinite|x=shift:5/11;y=shift:5/11,translation,Z2_square,,,x=shift:5/11;y=shift:5/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:5/11;y:5/11,,false
translation-z2-square-23e818d9e17f,translation|Z2_square|infinite|x=shift:5/11;y=shift:6/11,translation,Z2_square,,,x=shift:5/11;y=shift:6/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:5/11;y:5/11,,false
translation-z2-square-35b3eb1e83a1,translation|Z2_square|infinite|x=shift:5/11;y=shift:7/11,translation,Z2_square,,,x=shift:5/11;y=shift:7/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:4/11;y:5/11,,false
translation-z2-square-cac02358a6fe,translation|Z2_square|infinite|x=shift:5/11;y=shift:8/11,translation,Z2_square,,,x=shift:5/11;y=shift:8/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:3/11;y:5/11,,false
translation-z2-square-7d97dd9dae83,translation|Z2_square|infinite|x=shift:5/11;y=shift:9/11,translation,Z2_square,,,x=shift:5/11;y=shift:9/11,11,11,11,11,,,true,non_split,false,11,graph_nonproduct;image_order_11;non_split;phase_shifting;square_lattice;translation;traveling,11,x:2/11;y:5/11,,false
translation-z2-square-aefdad4b02c3,translation|Z2_square|infinite|x=shift:5/12;y=shift:0/1,translation,Z2_square,,,x=shift:5/12;y=shift:0/1,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:0/1;y:5/12,,false
translation-z2-square-f7a5804f937c,translation|Z2_square|infinite|x=shift:5/12;y=shift:1/12,translation,Z2_square,,,x=shift:5/12;y=shift:1/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:5/12,,false
translation-z2-square-bd899125f6cd,translation|Z2_square|infinite|x=shift:5/12;y=shift:1/2,translation,Z2_square,,,x=shift:5/12;y=shift:1/2,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:5/12;y:1/2,,false
translation-z2-square-768b014efa99,translation|Z2_square|infinite|x=shift:5/12;y=shift:1/3,translation,Z2_square,,,x=shift:5/12;y=shift:1/3,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/3;y:5/12,,false
translation-z2-square-46ede771e10f,translation|Z2_square|infinite|x=shift:5/12;y=shift:1/4,translation,Z2_square,,,x=shift:5/12;y=shift:1/4,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/4;y:5/12,,false
translation-z2-square-4765c99e1f48,translation|Z2_square|infinite|x=shift:5/12;y=shift:1/6,translation,Z2_square,,,x=shift:5/12;y=shift:1/6,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/6;y:5/12,,false
translation-z2-square-1136e02f73a7,translation|Z2_square|infinite|x=shift:5/12;y=shift:11/12,translation,Z2_square,,,x=shift:5/12;y=shift:11/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/12;y:5/12,,false
translation-z2-square-b926057e9755,translation|Z2_square|infinite|x=shift:5/12;y=shift:2/3,translation,Z2_square,,,x=shift:5/12;y=shift:2/3,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/3;y:5/12,,false
translation-z2-square-3e51fe238a37,translation|Z2_square|infinite|x=shift:5/12;y=shift:3/4,translation,Z2_square,,,x=shift:5/12;y=shift:3/4,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/4;y:5/12,,false
translation-z2-square-094c07425725,translation|Z2_square|infinite|x=shift:5/12;y=shift:5/12,translation,Z2_square,,,x=shift:5/12;y=shift:5/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:5/12;y:5/12,,false
translation-z2-square-abc1854babe3,translation|Z2_square|infinite|x=shift:5/12;y=shift:5/6,translation,Z2_square,,,x=shift:5/12;y=shift:5/6,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:1/6;y:5/12,,false
translation-z2-square-85513dde05ee,translation|Z2_square|infinite|x=shift:5/12;y=shift:7/12,translation,Z2_square,,,x=shift:5/12;y=shift:7/12,12,12,12,12,,,true,non_split,false,12,graph_nonproduct;image_order_12;non_split;phase_shifting;square_lattice;translation;traveling,12,x:5/12;y:5/12,,false
